"","Difference","camera","Species","value1","DOY1","value2","DOY2","value3","DOY3","value4","DOY4","AbundanceEarly","AbundanceLate","EarlySlope","LateSlope","EarlySlopeSTD","LateSlopeSTD","GaussianDOYEarly","GaussianDOYLate","Position","derivative","RelativeAbundance","DOY","FloweringPhotoStart","FloweringPhotoEnd","RelativeAbundanceX","PredictedAbundance"
"11048",NA,"cam28","Soldanella_alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"11049",NA,"cam28","Soldanella_alpina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"11050",NA,"cam23","Taraxacum_officinale",1,118,1,119,4,134,1,135,1,1,0,-3,0,-3,5,7,"DOYE6",NA,NA,112,0,144,NA,NA
"11051",NA,"cam23","Taraxacum_officinale",1,118,1,119,4,134,1,135,1,1,0,-3,0,-3,5,7,"DOYE7",NA,NA,111,0,144,NA,NA
"11052",NA,"cam23","Taraxacum_officinale",1,118,1,119,4,134,1,135,1,1,0,-3,0,-3,5,7,"DOYE8",NA,NA,110,0,144,NA,NA
"11053",NA,"cam31","Alchemilla_conjuncta",1,154,1,157,1,238,1,243,1,1,0,0,0,0,5,5,"DOYL6",NA,NA,249,23,36,NA,NA
"11054",NA,"cam31","Alchemilla_conjuncta",1,154,1,157,1,238,1,243,1,1,0,0,0,0,5,5,"DOYL7",NA,NA,250,23,36,NA,NA
"11055",NA,"cam22","Anthyllis_vulneraria",1,112,1,116,1,245,2,249,1,2,0,0.25,0,0.125,5,3,"DOYL8",NA,NA,257,10,30,NA,NA
"11056",NA,"cam22","Anthyllis_vulneraria",1,112,1,116,1,245,2,249,1,2,0,0.25,0,0.125,5,3,"DOYL9",NA,NA,258,10,30,NA,NA
"11057",NA,"cam22","Anthyllis_vulneraria",1,112,1,116,1,245,2,249,1,2,0,0.25,0,0.125,5,3,"DOYL10",NA,NA,259,10,30,NA,NA
"11058",NA,"cam7","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"11059",NA,"cam7","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"11060",NA,"cam7","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"11061",NA,"cam7","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"11062",NA,"cam36","Alchemilla_conjuncta",1,158,2,182,2,182,1,185,1,1,0.0416666666666667,-0.333333333333333,0.0416666666666667,-0.333333333333333,4,7,"DOYE5",NA,NA,153,27,63,NA,NA
"11063",NA,"cam22","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE6",NA,NA,NA,NA,NA,NA,NA
"11064",NA,"cam22","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE7",NA,NA,NA,NA,NA,NA,NA
"11065",NA,"cam22","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE8",NA,NA,NA,NA,NA,NA,NA
"11066",NA,"cam22","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE9",NA,NA,NA,NA,NA,NA,NA
"11067",NA,"cam22","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE10",NA,NA,NA,NA,NA,NA,NA
"11068",NA,"cam7","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"11069",NA,"cam7","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"11070",NA,"cam7","Achillea_millefolium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"11071",NA,"cam36","Alchemilla_conjuncta",1,158,2,182,2,182,1,185,1,1,0.0416666666666667,-0.333333333333333,0.0416666666666667,-0.333333333333333,4,7,"DOYL4",NA,NA,189,27,63,NA,NA
"11072",NA,"cam36","Alchemilla_conjuncta",1,158,2,182,2,182,1,185,1,1,0.0416666666666667,-0.333333333333333,0.0416666666666667,-0.333333333333333,4,7,"DOYL5",NA,NA,190,27,63,NA,NA
"11073",NA,"cam22","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL6",NA,NA,NA,NA,NA,NA,NA
"11074",NA,"cam22","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL7",NA,NA,NA,NA,NA,NA,NA
"11075",NA,"cam22","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL8",NA,NA,NA,NA,NA,NA,NA
"11076",NA,"cam22","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL9",NA,NA,NA,NA,NA,NA,NA
"11077",NA,"cam22","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL10",NA,NA,NA,NA,NA,NA,NA
"11078",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"11079",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"11080",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"11081",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"11082",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"11083",NA,"cam22","Campanula_scheuchzeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE6",NA,NA,NA,NA,NA,NA,NA
"11084",NA,"cam22","Campanula_scheuchzeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE7",NA,NA,NA,NA,NA,NA,NA
"11085",NA,"cam22","Campanula_scheuchzeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE8",NA,NA,NA,NA,NA,NA,NA
"11086",NA,"cam22","Campanula_scheuchzeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE9",NA,NA,NA,NA,NA,NA,NA
"11087",NA,"cam22","Campanula_scheuchzeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE10",NA,NA,NA,NA,NA,NA,NA
"11088",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"11089",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"11090",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"11091",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL4",NA,NA,NA,NA,NA,NA,NA
"11092",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL5",NA,NA,NA,NA,NA,NA,NA
"11093",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL6",NA,NA,NA,NA,NA,NA,NA
"11094",NA,"cam27","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL7",NA,NA,NA,NA,NA,NA,NA
"11095",NA,"cam22","Campanula_scheuchzeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL8",NA,NA,NA,NA,NA,NA,NA
"11096",NA,"cam22","Campanula_scheuchzeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL9",NA,NA,NA,NA,NA,NA,NA
"11097",NA,"cam22","Campanula_scheuchzeri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL10",NA,NA,NA,NA,NA,NA,NA
"11098",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"11099",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"11100",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"11101",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"11102",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"11103",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE6",NA,NA,NA,NA,NA,NA,NA
"11104",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE7",NA,NA,NA,NA,NA,NA,NA
"11105",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE8",NA,NA,NA,NA,NA,NA,NA
"11106",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE9",NA,NA,NA,NA,NA,NA,NA
"11107",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE10",NA,NA,NA,NA,NA,NA,NA
"11108",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"11109",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"11110",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"11111",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL4",NA,NA,NA,NA,NA,NA,NA
"11112",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL5",NA,NA,NA,NA,NA,NA,NA
"11113",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL6",NA,NA,NA,NA,NA,NA,NA
"11114",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL7",NA,NA,NA,NA,NA,NA,NA
"11115",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL8",NA,NA,NA,NA,NA,NA,NA
"11116",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL9",NA,NA,NA,NA,NA,NA,NA
"11117",NA,"cam22","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL10",NA,NA,NA,NA,NA,NA,NA
"11118",NA,"cam36","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"11119",NA,"cam36","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"11120",NA,"cam36","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"11121",NA,"cam36","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"11122",NA,"cam36","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"11123",NA,"cam27","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE6",NA,NA,NA,NA,NA,NA,NA
"11124",NA,"cam27","Carlina_acaulis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE7",NA,NA,NA,NA,NA,NA,NA
"11125",NA,"cam22","Crocus_albiflorus",2,105,1,106,1,276,1,277,2,1,-1,0,-0.5,0,7,5,"DOYE8",NA,NA,97,3,2,NA,NA
"11126",NA,"cam22","Crocus_albiflorus",2,105,1,106,1,276,1,277,2,1,-1,0,-0.5,0,7,5,"DOYE9",NA,NA,96,3,2,NA,NA
"11127",NA,"cam22","Crocus_albiflorus",2,105,1,106,1,276,1,277,2,1,-1,0,-0.5,0,7,5,"DOYE10",NA,NA,95,3,2,NA,NA
"11128",NA,"cam36","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"11129",NA,"cam36","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"11130",NA,"cam36","Bellis_perennis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"11131",NA,"cam31","Campanula_scheuchzeri",1,153,1,155,2,208,1,209,1,1,0,-1,0,-1,5,7,"DOYL4",NA,NA,213,22,70,NA,NA
"11132",NA,"cam31","Campanula_scheuchzeri",1,153,1,155,2,208,1,209,1,1,0,-1,0,-1,5,7,"DOYL5",NA,NA,214,22,70,NA,NA
"11133",NA,"cam22","Crocus_albiflorus",2,105,1,106,1,276,1,277,2,1,-1,0,-0.5,0,7,5,"DOYL6",NA,NA,283,3,2,NA,NA
"11134",NA,"cam22","Crocus_albiflorus",2,105,1,106,1,276,1,277,2,1,-1,0,-0.5,0,7,5,"DOYL7",NA,NA,284,3,2,NA,NA
"11135",NA,"cam22","Crocus_albiflorus",2,105,1,106,1,276,1,277,2,1,-1,0,-0.5,0,7,5,"DOYL8",NA,NA,285,3,2,NA,NA
"11136",NA,"cam22","Crocus_albiflorus",2,105,1,106,1,276,1,277,2,1,-1,0,-0.5,0,7,5,"DOYL9",NA,NA,286,3,2,NA,NA
"11137",NA,"cam22","Crocus_albiflorus",2,105,1,106,1,276,1,277,2,1,-1,0,-0.5,0,7,5,"DOYL10",NA,NA,287,3,2,NA,NA
"11138",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"11139",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"11140",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"11141",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"11142",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"11143",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE6",NA,NA,NA,NA,NA,NA,NA
"11144",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE7",NA,NA,NA,NA,NA,NA,NA
"11145",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE8",NA,NA,NA,NA,NA,NA,NA
"11146",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE9",NA,NA,NA,NA,NA,NA,NA
"11147",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE10",NA,NA,NA,NA,NA,NA,NA
"11148",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"11149",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"11150",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"11151",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL4",NA,NA,NA,NA,NA,NA,NA
"11152",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL5",NA,NA,NA,NA,NA,NA,NA
"11153",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL6",NA,NA,NA,NA,NA,NA,NA
"11154",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL7",NA,NA,NA,NA,NA,NA,NA
"11155",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL8",NA,NA,NA,NA,NA,NA,NA
"11156",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL9",NA,NA,NA,NA,NA,NA,NA
"11157",NA,"cam22","Euphrasia_minima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL10",NA,NA,NA,NA,NA,NA,NA
"11158",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"11159",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"11160",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"11161",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"11162",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"11163",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE6",NA,NA,NA,NA,NA,NA,NA
"11164",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE7",NA,NA,NA,NA,NA,NA,NA
"11165",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE8",NA,NA,NA,NA,NA,NA,NA
"11166",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE9",NA,NA,NA,NA,NA,NA,NA
"11167",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE10",NA,NA,NA,NA,NA,NA,NA
"11168",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"11169",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"11170",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
"11171",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL4",NA,NA,NA,NA,NA,NA,NA
"11172",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL5",NA,NA,NA,NA,NA,NA,NA
"11173",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL6",NA,NA,NA,NA,NA,NA,NA
"11174",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL7",NA,NA,NA,NA,NA,NA,NA
"11175",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL8",NA,NA,NA,NA,NA,NA,NA
"11176",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL9",NA,NA,NA,NA,NA,NA,NA
"11177",NA,"cam22","Gentianella_sp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL10",NA,NA,NA,NA,NA,NA,NA
"11178",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE1",NA,NA,NA,NA,NA,NA,NA
"11179",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE2",NA,NA,NA,NA,NA,NA,NA
"11180",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE3",NA,NA,NA,NA,NA,NA,NA
"11181",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE4",NA,NA,NA,NA,NA,NA,NA
"11182",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE5",NA,NA,NA,NA,NA,NA,NA
"11183",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE6",NA,NA,NA,NA,NA,NA,NA
"11184",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE7",NA,NA,NA,NA,NA,NA,NA
"11185",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE8",NA,NA,NA,NA,NA,NA,NA
"11186",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE9",NA,NA,NA,NA,NA,NA,NA
"11187",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYE10",NA,NA,NA,NA,NA,NA,NA
"11188",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL1",NA,NA,NA,NA,NA,NA,NA
"11189",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL2",NA,NA,NA,NA,NA,NA,NA
"11190",NA,"cam22","Helianthemum_nummularium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"DOYL3",NA,NA,NA,NA,NA,NA,NA
